"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","Residence State","Residence State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"55-64 years","55-64","Montana","30","2024","2024","Female","F",Suppressed,69538,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Montana","30","2024","2024","Male","M",Suppressed,68610,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Montana","30","2025 (provisional)","2025","Female","F",Suppressed,69538,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Montana","30","2025 (provisional)","2025","Male","M",Suppressed,68610,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Nebraska","31","2021","2021","Female","F",11,120018,9.2,4.6,16.4
,"55-64 years","55-64","Nebraska","31","2021","2021","Male","M",29,120643,24.0,16.1,34.5
,"55-64 years","55-64","Nebraska","31","2022","2022","Female","F",16,116523,13.7,7.8,22.3
,"55-64 years","55-64","Nebraska","31","2022","2022","Male","M",30,117627,25.5,17.2,36.4
,"55-64 years","55-64","Nebraska","31","2023","2023","Female","F",20,114824,17.4,10.6,26.9
,"55-64 years","55-64","Nebraska","31","2023","2023","Male","M",34,115348,29.5,20.4,41.2
,"55-64 years","55-64","Nebraska","31","2024","2024","Female","F",15,112634,13.3,7.5,22.0
,"55-64 years","55-64","Nebraska","31","2024","2024","Male","M",30,113365,26.5,17.9,37.8
,"55-64 years","55-64","Nebraska","31","2025 (provisional)","2025","Female","F",12,112634,10.7,5.5,18.6
,"55-64 years","55-64","Nebraska","31","2025 (provisional)","2025","Male","M",25,113365,22.1,14.3,32.6
,"55-64 years","55-64","Nevada","32","2021","2021","Female","F",28,194997,14.4,9.5,20.8
,"55-64 years","55-64","Nevada","32","2021","2021","Male","M",49,197081,24.9,18.4,32.9
,"55-64 years","55-64","Nevada","32","2022","2022","Female","F",18,194057,9.3,5.5,14.7
,"55-64 years","55-64","Nevada","32","2022","2022","Male","M",41,197372,20.8,14.9,28.2
,"55-64 years","55-64","Nevada","32","2023","2023","Female","F",23,196281,11.7,7.4,17.6
,"55-64 years","55-64","Nevada","32","2023","2023","Male","M",52,198626,26.2,19.6,34.3
,"55-64 years","55-64","Nevada","32","2024","2024","Female","F",31,199034,15.6,10.6,22.1
,"55-64 years","55-64","Nevada","32","2024","2024","Male","M",44,202140,21.8,15.8,29.2
,"55-64 years","55-64","Nevada","32","2025 (provisional)","2025","Female","F",23,199034,11.6,7.3,17.3
,"55-64 years","55-64","Nevada","32","2025 (provisional)","2025","Male","M",51,202140,25.2,18.8,33.2
,"55-64 years","55-64","New Hampshire","33","2021","2021","Female","F",Suppressed,110443,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","New Hampshire","33","2021","2021","Male","M",10,108516,9.2,4.4,16.9
,"55-64 years","55-64","New Hampshire","33","2022","2022","Female","F",Suppressed,108706,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","New Hampshire","33","2022","2022","Male","M",17,107441,15.8,9.2,25.3
,"55-64 years","55-64","New Hampshire","33","2023","2023","Female","F",Suppressed,108155,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","New Hampshire","33","2023","2023","Male","M",13,105721,12.3,6.5,21.0
,"55-64 years","55-64","New Hampshire","33","2024","2024","Female","F",Suppressed,106304,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","New Hampshire","33","2024","2024","Male","M",15,103769,14.5,8.1,23.8
,"55-64 years","55-64","New Hampshire","33","2025 (provisional)","2025","Female","F",Suppressed,106304,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","New Hampshire","33","2025 (provisional)","2025","Male","M",17,103769,16.4,9.5,26.2
,"55-64 years","55-64","New Jersey","34","2021","2021","Female","F",38,654958,5.8,4.1,8.0
,"55-64 years","55-64","New Jersey","34","2021","2021","Male","M",65,627448,10.4,8.0,13.2
,"55-64 years","55-64","New Jersey","34","2022","2022","Female","F",42,641112,6.6,4.7,8.9
,"55-64 years","55-64","New Jersey","34","2022","2022","Male","M",106,615869,17.2,13.9,20.5
,"55-64 years","55-64","New Jersey","34","2023","2023","Female","F",48,638537,7.5,5.5,10.0
,"55-64 years","55-64","New Jersey","34","2023","2023","Male","M",86,610183,14.1,11.3,17.4
,"55-64 years","55-64","New Jersey","34","2024","2024","Female","F",49,635076,7.7,5.7,10.2
,"55-64 years","55-64","New Jersey","34","2024","2024","Male","M",84,607719,13.8,11.0,17.1
,"55-64 years","55-64","New Jersey","34","2025 (provisional)","2025","Female","F",38,635076,6.0,4.2,8.2
,"55-64 years","55-64","New Jersey","34","2025 (provisional)","2025","Male","M",103,607719,16.9,13.7,20.2
,"55-64 years","55-64","New Mexico","35","2021","2021","Female","F",10,138723,7.2,3.5,13.3
,"55-64 years","55-64","New Mexico","35","2021","2021","Male","M",22,130271,16.9,10.6,25.6
,"55-64 years","55-64","New Mexico","35","2022","2022","Female","F",Suppressed,134277,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","New Mexico","35","2022","2022","Male","M",20,126570,15.8,9.7,24.4
,"55-64 years","55-64","New Mexico","35","2023","2023","Female","F",Suppressed,133553,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","New Mexico","35","2023","2023","Male","M",27,124836,21.6,14.3,31.5
,"55-64 years","55-64","New Mexico","35","2024","2024","Female","F",15,131025,11.4,6.4,18.9
,"55-64 years","55-64","New Mexico","35","2024","2024","Male","M",24,122476,19.6,12.6,29.2
,"55-64 years","55-64","New Mexico","35","2025 (provisional)","2025","Female","F",14,131025,10.7,5.8,17.9
,"55-64 years","55-64","New Mexico","35","2025 (provisional)","2025","Male","M",20,122476,16.3,10.0,25.2
,"55-64 years","55-64","New York","36","2021","2021","Female","F",101,1383216,7.3,5.9,8.7
,"55-64 years","55-64","New York","36","2021","2021","Male","M",191,1304782,14.6,12.6,16.7
,"55-64 years","55-64","New York","36","2022","2022","Female","F",101,1344486,7.5,6.0,9.0
,"55-64 years","55-64","New York","36","2022","2022","Male","M",156,1275473,12.2,10.3,14.2
,"55-64 years","55-64","New York","36","2023","2023","Female","F",84,1333942,6.3,5.0,7.8
,"55-64 years","55-64","New York","36","2023","2023","Male","M",169,1257849,13.4,11.4,15.5
,"55-64 years","55-64","New York","36","2024","2024","Female","F",79,1322705,6.0,4.7,7.4
,"55-64 years","55-64","New York","36","2024","2024","Male","M",184,1249502,14.7,12.6,16.9
,"55-64 years","55-64","New York","36","2025 (provisional)","2025","Female","F",84,1322705,6.4,5.1,7.9
,"55-64 years","55-64","New York","36","2025 (provisional)","2025","Male","M",165,1249502,13.2,11.2,15.2
,"55-64 years","55-64","North Carolina","37","2021","2021","Female","F",128,712140,18.0,14.9,21.1
,"55-64 years","55-64","North Carolina","37","2021","2021","Male","M",194,661931,29.3,25.2,33.4
,"55-64 years","55-64","North Carolina","37","2022","2022","Female","F",134,706221,19.0,15.8,22.2
,"55-64 years","55-64","North Carolina","37","2022","2022","Male","M",190,661587,28.7,24.6,32.8
,"55-64 years","55-64","North Carolina","37","2023","2023","Female","F",131,710205,18.4,15.3,21.6
,"55-64 years","55-64","North Carolina","37","2023","2023","Male","M",233,662890,35.1,30.6,39.7
,"55-64 years","55-64","North Carolina","37","2024","2024","Female","F",131,714019,18.3,15.2,21.5
,"55-64 years","55-64","North Carolina","37","2024","2024","Male","M",230,665663,34.6,30.1,39.0
,"55-64 years","55-64","North Carolina","37","2025 (provisional)","2025","Female","F",133,714019,18.6,15.5,21.8
,"55-64 years","55-64","North Carolina","37","2025 (provisional)","2025","Male","M",227,665663,34.1,29.7,38.5
,"55-64 years","55-64","North Dakota","38","2021","2021","Female","F",Suppressed,45128,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","North Dakota","38","2021","2021","Male","M",18,46990,38.3,22.7,60.5
,"55-64 years","55-64","North Dakota","38","2022","2022","Female","F",Suppressed,43421,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","North Dakota","38","2022","2022","Male","M",Suppressed,45514,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","North Dakota","38","2023","2023","Female","F",Suppressed,42644,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","North Dakota","38","2023","2023","Male","M",13,44408,29.3,15.6,50.1
,"55-64 years","55-64","North Dakota","38","2024","2024","Female","F",Suppressed,41780,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","North Dakota","38","2024","2024","Male","M",Suppressed,43575,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","North Dakota","38","2025 (provisional)","2025","Female","F",Suppressed,41780,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","North Dakota","38","2025 (provisional)","2025","Male","M",Suppressed,43575,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Ohio","39","2021","2021","Female","F",110,810336,13.6,11.0,16.1
,"55-64 years","55-64","Ohio","39","2021","2021","Male","M",177,779343,22.7,19.4,26.1
,"55-64 years","55-64","Ohio","39","2022","2022","Female","F",104,786042,13.2,10.7,15.8
,"55-64 years","55-64","Ohio","39","2022","2022","Male","M",190,760222,25.0,21.4,28.5
,"55-64 years","55-64","Ohio","39","2023","2023","Female","F",119,774278,15.4,12.6,18.1
,"55-64 years","55-64","Ohio","39","2023","2023","Male","M",190,745552,25.5,21.9,29.1
,"55-64 years","55-64","Ohio","39","2024","2024","Female","F",110,761053,14.5,11.8,17.2
,"55-64 years","55-64","Ohio","39","2024","2024","Male","M",196,734157,26.7,23.0,30.4
,"55-64 years","55-64","Ohio","39","2025 (provisional)","2025","Female","F",119,761053,15.6,12.8,18.4
,"55-64 years","55-64","Ohio","39","2025 (provisional)","2025","Male","M",186,734157,25.3,21.7,29.0
,"55-64 years","55-64","Oklahoma","40","2021","2021","Female","F",96,248359,38.7,31.3,47.2
,"55-64 years","55-64","Oklahoma","40","2021","2021","Male","M",154,237853,64.7,54.5,75.0
,"55-64 years","55-64","Oklahoma","40","2022","2022","Female","F",92,241964,38.0,30.7,46.6
,"55-64 years","55-64","Oklahoma","40","2022","2022","Male","M",187,233435,80.1,68.6,91.6
,"55-64 years","55-64","Oklahoma","40","2023","2023","Female","F",98,240034,40.8,33.1,49.8
,"55-64 years","55-64","Oklahoma","40","2023","2023","Male","M",143,230021,62.2,52.0,72.4
,"55-64 years","55-64","Oklahoma","40","2024","2024","Female","F",85,237457,35.8,28.6,44.3
,"55-64 years","55-64","Oklahoma","40","2024","2024","Male","M",159,228064,69.7,58.9,80.6
,"55-64 years","55-64","Oklahoma","40","2025 (provisional)","2025","Female","F",91,237457,38.3,30.9,47.1
,"55-64 years","55-64","Oklahoma","40","2025 (provisional)","2025","Male","M",131,228064,57.4,47.6,67.3
,"55-64 years","55-64","Oregon","41","2021","2021","Female","F",23,269773,8.5,5.4,12.8
,"55-64 years","55-64","Oregon","41","2021","2021","Male","M",61,258633,23.6,18.0,30.3
,"55-64 years","55-64","Oregon","41","2022","2022","Female","F",29,260763,11.1,7.4,16.0
,"55-64 years","55-64","Oregon","41","2022","2022","Male","M",61,252407,24.2,18.5,31.0
,"55-64 years","55-64","Oregon","41","2023","2023","Female","F",34,256883,13.2,9.2,18.5
,"55-64 years","55-64","Oregon","41","2023","2023","Male","M",45,248478,18.1,13.2,24.2
,"55-64 years","55-64","Oregon","41","2024","2024","Female","F",25,253958,9.8,6.4,14.5
,"55-64 years","55-64","Oregon","41","2024","2024","Male","M",63,246641,25.5,19.6,32.7
,"55-64 years","55-64","Oregon","41","2025 (provisional)","2025","Female","F",23,253958,9.1,5.7,13.6
,"55-64 years","55-64","Oregon","41","2025 (provisional)","2025","Male","M",57,246641,23.1,17.5,29.9
,"55-64 years","55-64","Pennsylvania","42","2021","2021","Female","F",82,922223,8.9,7.1,11.0
,"55-64 years","55-64","Pennsylvania","42","2021","2021","Male","M",163,889633,18.3,15.5,21.1
,"55-64 years","55-64","Pennsylvania","42","2022","2022","Female","F",100,897125,11.1,9.0,13.3
,"55-64 years","55-64","Pennsylvania","42","2022","2022","Male","M",176,868872,20.3,17.3,23.2
,"55-64 years","55-64","Pennsylvania","42","2023","2023","Female","F",97,885141,11.0,8.9,13.4
,"55-64 years","55-64","Pennsylvania","42","2023","2023","Male","M",189,852269,22.2,19.0,25.3
,"55-64 years","55-64","Pennsylvania","42","2024","2024","Female","F",97,870328,11.1,9.0,13.6
,"55-64 years","55-64","Pennsylvania","42","2024","2024","Male","M",172,838588,20.5,17.4,23.6
,"55-64 years","55-64","Pennsylvania","42","2025 (provisional)","2025","Female","F",95,870328,10.9,8.8,13.3
,"55-64 years","55-64","Pennsylvania","42","2025 (provisional)","2025","Male","M",160,838588,19.1,16.1,22.0
,"55-64 years","55-64","Rhode Island","44","2021","2021","Female","F",Suppressed,80239,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Rhode Island","44","2021","2021","Male","M",12,75000,16.0,8.3,27.9
,"55-64 years","55-64","Rhode Island","44","2022","2022","Female","F",Suppressed,78263,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Rhode Island","44","2022","2022","Male","M",Suppressed,73744,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Rhode Island","44","2023","2023","Female","F",Suppressed,77918,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Rhode Island","44","2023","2023","Male","M",Suppressed,73108,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Rhode Island","44","2024","2024","Female","F",Suppressed,77379,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Rhode Island","44","2024","2024","Male","M",17,72323,23.5,13.7,37.6
,"55-64 years","55-64","Rhode Island","44","2025 (provisional)","2025","Female","F",Suppressed,77379,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Rhode Island","44","2025 (provisional)","2025","Male","M",13,72323,18.0,9.6,30.7
,"55-64 years","55-64","South Carolina","45","2021","2021","Female","F",76,365618,20.8,16.4,26.0
,"55-64 years","55-64","South Carolina","45","2021","2021","Male","M",149,331840,44.9,37.7,52.1
,"55-64 years","55-64","South Carolina","45","2022","2022","Female","F",92,363936,25.3,20.4,31.0
,"55-64 years","55-64","South Carolina","45","2022","2022","Male","M",120,332167,36.1,29.7,42.6
,"55-64 years","55-64","South Carolina","45","2023","2023","Female","F",72,367966,19.6,15.3,24.6
,"55-64 years","55-64","South Carolina","45","2023","2023","Male","M",126,334388,37.7,31.1,44.3
,"55-64 years","55-64","South Carolina","45","2024","2024","Female","F",66,370278,17.8,13.8,22.7
,"55-64 years","55-64","South Carolina","45","2024","2024","Male","M",133,335929,39.6,32.9,46.3
,"55-64 years","55-64","South Carolina","45","2025 (provisional)","2025","Female","F",92,370278,24.8,20.0,30.5
,"55-64 years","55-64","South Carolina","45","2025 (provisional)","2025","Male","M",166,335929,49.4,41.9,56.9
,"55-64 years","55-64","South Dakota","46","2021","2021","Female","F",Suppressed,57593,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","South Dakota","46","2021","2021","Male","M",Suppressed,58404,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","South Dakota","46","2022","2022","Female","F",Suppressed,56689,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","South Dakota","46","2022","2022","Male","M",Suppressed,58142,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","South Dakota","46","2023","2023","Female","F",Suppressed,56023,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","South Dakota","46","2023","2023","Male","M",Suppressed,57386,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","South Dakota","46","2024","2024","Female","F",Suppressed,54657,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","South Dakota","46","2024","2024","Male","M",12,56369,21.3,11.0,37.2
,"55-64 years","55-64","South Dakota","46","2025 (provisional)","2025","Female","F",Suppressed,54657,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","South Dakota","46","2025 (provisional)","2025","Male","M",Suppressed,56369,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Tennessee","47","2021","2021","Female","F",89,472121,18.9,15.1,23.2
,"55-64 years","55-64","Tennessee","47","2021","2021","Male","M",126,441763,28.5,23.5,33.5
,"55-64 years","55-64","Tennessee","47","2022","2022","Female","F",78,466380,16.7,13.2,20.9
,"55-64 years","55-64","Tennessee","47","2022","2022","Male","M",145,440168,32.9,27.6,38.3
,"55-64 years","55-64","Tennessee","47","2023","2023","Female","F",90,465157,19.3,15.6,23.8
,"55-64 years","55-64","Tennessee","47","2023","2023","Male","M",135,438003,30.8,25.6,36.0
,"55-64 years","55-64","Tennessee","47","2024","2024","Female","F",91,464683,19.6,15.8,24.0
,"55-64 years","55-64","Tennessee","47","2024","2024","Male","M",137,438832,31.2,26.0,36.4
,"55-64 years","55-64","Tennessee","47","2025 (provisional)","2025","Female","F",90,464683,19.4,15.6,23.8
,"55-64 years","55-64","Tennessee","47","2025 (provisional)","2025","Male","M",176,438832,40.1,34.2,46.0
,"55-64 years","55-64","Texas","48","2021","2021","Female","F",274,1684234,16.3,14.3,18.2
,"55-64 years","55-64","Texas","48","2021","2021","Male","M",440,1636362,26.9,24.4,29.4
,"55-64 years","55-64","Texas","48","2022","2022","Female","F",264,1670431,15.8,13.9,17.7
,"55-64 years","55-64","Texas","48","2022","2022","Male","M",424,1631736,26.0,23.5,28.5
,"55-64 years","55-64","Texas","48","2023","2023","Female","F",240,1694282,14.2,12.4,16.0
,"55-64 years","55-64","Texas","48","2023","2023","Male","M",430,1645104,26.1,23.7,28.6
,"55-64 years","55-64","Texas","48","2024","2024","Female","F",251,1709207,14.7,12.9,16.5
,"55-64 years","55-64","Texas","48","2024","2024","Male","M",437,1660704,26.3,23.8,28.8
,"55-64 years","55-64","Texas","48","2025 (provisional)","2025","Female","F",284,1709207,16.6,14.7,18.5
,"55-64 years","55-64","Texas","48","2025 (provisional)","2025","Male","M",458,1660704,27.6,25.1,30.1
,"55-64 years","55-64","Utah","49","2021","2021","Female","F",11,156014,7.1,3.5,12.6
,"55-64 years","55-64","Utah","49","2021","2021","Male","M",30,154974,19.4,13.1,27.6
,"55-64 years","55-64","Utah","49","2022","2022","Female","F",11,153742,7.2,3.6,12.8
,"55-64 years","55-64","Utah","49","2022","2022","Male","M",20,154379,13.0,7.9,20.0
,"55-64 years","55-64","Utah","49","2023","2023","Female","F",13,154398,8.4,4.5,14.4
,"55-64 years","55-64","Utah","49","2023","2023","Male","M",19,154614,12.3,7.4,19.2
,"55-64 years","55-64","Utah","49","2024","2024","Female","F",15,156055,9.6,5.4,15.9
,"55-64 years","55-64","Utah","49","2024","2024","Male","M",20,156484,12.8,7.8,19.7
,"55-64 years","55-64","Utah","49","2025 (provisional)","2025","Female","F",21,156055,13.5,8.3,20.6
,"55-64 years","55-64","Utah","49","2025 (provisional)","2025","Male","M",23,156484,14.7,9.3,22.1
,"55-64 years","55-64","Vermont","50","2021","2021","Female","F",Suppressed,48902,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Vermont","50","2021","2021","Male","M",Suppressed,47277,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Vermont","50","2022","2022","Female","F",Suppressed,47561,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Vermont","50","2022","2022","Male","M",Suppressed,46156,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Vermont","50","2023","2023","Female","F",Suppressed,46872,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Vermont","50","2023","2023","Male","M",Suppressed,44942,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Vermont","50","2024","2024","Female","F",Suppressed,45738,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Vermont","50","2024","2024","Male","M",Suppressed,43707,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Vermont","50","2025 (provisional)","2025","Female","F",Suppressed,45738,Suppressed,Suppressed,Suppressed
